"","species","area.km2","status"
"533","Equisetum arvense",56306052.3331129,"NT"
"534","Cuscuta cephalanthi",3817295.07141732,"NT"
"535","Monarda didyma",2174482.18988285,"NT"
"536","Vaccinium fuscatum",1765876.56110779,"NT"
"537","Vaccinium corymbosum",8787920.25872704,"NT"
"538","Vaccinium myrtilloides",6685200.20213754,"NT"
"539","Vaccinium virgatum",1685622.28846877,"NT"
"540","Diervilla rivularis",195831.535858473,"NT"
"541","Cephalanthus tetrandrus",1029656.81943523,"NT"
"542","Cephalanthus occidentalis",4150116.08476935,"NT"
"543","Prunella vulgaris",32048252.7190319,"NT"
"544","Elymus glaucus",2618006.57390879,"NT"
"545","Holcus lanatus",16454795.5217417,"NT"
"546","Hordeum murinum",24873042.2057879,"NT"
"547","Juncus patens",23846013.1840147,"NT"
"548","Lolium perenne",11499109.1277546,"NT"
"549","Melica imperfecta",504466.279989407,"NT"
"550","Melica torreyana",207733.094259794,"NT"
"551","Poa annua",97408614.3361869,"NT"
"552","Achillea millefolium",49904655.1459236,"NT"
"553","Agoseris grandiflora",1483858.79900462,"NT"
"554","Anaphalis margaritacea",22086800.217542,"NT"
"555","Angelica tomentosa",436055.893861294,"NT"
"556","Anthemis arvensis",15945392.8650651,"NT"
"557","Anthemis cotula",99920631.0916156,"NT"
"558","Anthriscus caucalis",15828439.9882292,"NT"
"559","Aralia californica",284868.601707749,"NT"
"560","Arnica discoidea",310492.778964819,"NT"
"561","Artemisia douglasiana",1481357.80069233,"NT"
"562","Artemisia vulgaris",32001302.1338324,"NT"
"563","Asarum caudatum",1014609.0715946,"NT"
"564","Clethra alnifolia",2788684.49129741,"NT"
"565","Solanum carolinense",4364900.56544304,"NT"
"566","Cichorium intybus",38106830.4959953,"NT"
"567","Commelina communis",11096494.2630409,"NT"
"568","Commelina obliqua",5458564.47145179,"NT"
"569","Commelina cyanea",2065915.52367058,"NT"
"570","Eupatorium serotinum",3527687.35508841,"NT"
"571","Navarretia divaricata",160412.574573988,"NT"
"572","Epilobium brachycarpum",3533246.29799188,"NT"
"573","Cerastium glomeratum",21489244.4381331,"NT"
"574","Eurybia radulina",421950.013792504,"NT"
"575","Barbarea orthoceras",48444240.4625501,"NT"
"576","Cardamine oligosperma",804482.536419973,"NT"
"577","Cirsium vulgare",39948075.932557,"NT"
"578","Carduus pycnocephalus",9753877.76912852,"NT"
"579","Matricaria discoidea",37843947.0617543,"NT"
"580","Cirsium brevistylum",1191930.4923916,"NT"
"581","Claytonia perfoliata",6533888.99113894,"NT"
"582","Collomia heterophylla",620822.330747968,"NT"
"583","Conium maculatum",28700888.5089327,"NT"
"584","Monarda pectinata",1571045.2813734,"NT"
"585","Carduus tenuiflorus",8434043.46409811,"NT"
"586","Convolvulus arvensis",48063931.3005458,"NT"
"587","Cotula australis",11312195.9701212,"NT"
"588","Cryptantha micromeres",329429.115523116,"NT"
"589","Dipsacus sativus",822590.491066665,"NT"
"590","Ambrosia trifida",8240103.82965923,"NT"
"591","Drosera intermedia",4479606.19997841,"NT"
"592","Pogonia ophioglossoides",3148719.68785867,"NT"
"593","Kalmia angustifolia",2392515.70835063,"NT"
"594","Arethusa bulbosa",4271727.26321768,"NT"
"595","Eriogonum nudum",561969.74964805,"NT"
"596","Epilobium ciliatum",45008621.1400417,"NT"
"597","Epilobium canum",1086402.68704276,"NT"
"598","Foeniculum vulgare",170065138.244162,"NT"
"599","Fritillaria liliacea",45813.0633382391,"NT"
"600","Erodium ciconium",14581273.3861729,"NT"
"601","Galium aparine",46198942.6124759,"NT"
"602","Galium californicum",422154.911645379,"NT"
"603","Galium porrigens",658577.057705884,"NT"
"604","Galium triflorum",21465904.5134188,"NT"
"605","Galium tricornutum",10394213.2531383,"NT"
"606","Geranium dissectum",11803395.0239356,"NT"
"607","Geranium molle",17296165.1551688,"NT"
"608","Pseudognaphalium californicum",683792.926259918,"NT"
"609","Pseudognaphalium canescens",4004775.67793413,"NT"
"610","Pseudognaphalium luteoalbum",31304441.1536313,"NT"
"611","Pseudognaphalium ramosissimum",228306.872471455,"NT"
"612","Pseudognaphalium stramineum",3442351.08029658,"NT"
"613","Helenium puberulum",328952.6831284,"NT"
"614","Heracleum maximum",25738366.0463356,"NT"
"615","Antennaria rosea",11671702.7612915,"NT"
"616","Hirschfeldia incana",31707784.6822868,"NT"
"617","Holocarpha virgata",195234.332679893,"NT"
"618","Hypochaeris glabra",13561272.6001309,"NT"
"619","Hypochaeris radicata",48032189.2228529,"NT"
"620","Lactuca saligna",20995013.8104618,"NT"
"621","Lactuca serriola",30392013.1224846,"NT"
"622","Lactuca virosa",41212813.0997171,"NT"
"623","Lactuca canadensis",4666522.21371602,"NT"
"624","Lactuca ludoviciana",2237176.01660024,"NT"
"625","Lithophragma heterophyllum",396437.873565904,"NT"
"626","Acmispon glaber",784114.952355176,"NT"
"627","Madia gracilis",1768249.78876832,"NT"
"628","Anisocarpus madioides",367816.073938626,"NT"
"629","Madia sativa",968693.781341663,"NT"
"630","Medicago polymorpha",31788041.7861657,"NT"
"631","Navarretia squarrosa",1029783.18719811,"NT"
"632","Nemophila heterophylla",521566.123587674,"NT"
"633","Croton texensis",1802641.77154223,"NT"
"634","Osmorhiza berteroi",5513994.11996814,"NT"
"635","Oxalis corniculata",36485145.2399837,"NT"
"636","Oxalis pes-caprae",10479629.6583736,"NT"
"637","Phacelia californica",221536.185462153,"NT"
"638","Phacelia imbricata",403117.917559149,"NT"
"639","Phacelia nemoralis",671088.045034319,"NT"
"640","Plantago erecta",370401.41376116,"NT"
"641","Plantago lanceolata",41787449.5731015,"NT"
"642","Polygonum arenastrum",41685911.9427069,"NT"
"643","Plantago hookeriana",1431159.60909545,"NT"
"644","Phacelia rupestris",392253.70979575,"NT"
"645","Phacelia saxicola",121424.82117884,"NT"
"646","Oxalis stricta",25069504.7519888,"NT"
"647","Digitaria insularis",13634029.677958,"NT"
"648","Psilocarphus tenellus",798445.917935448,"NT"
"649","Pterostegia drymarioides",838056.017509432,"NT"
"650","Rafinesquia californica",1084391.79444161,"NT"
"651","Rumex acetosella",76549302.776969,"NT"
"652","Rumex crispus",15060312.8941465,"NT"
"653","Rupertia physodes",752130.976580174,"NT"
"654","Salvia columbariae",773097.636579286,"NT"
"655","Sanicula crassicaulis",757377.847196737,"NT"
"656","Clinopodium douglasii",919012.445734889,"NT"
"657","Senecio aronicoides",274817.001231892,"NT"
"658","Delairea odorata",7052054.12459781,"NT"
"659","Senecio sylvaticus",9726066.04782979,"NT"
"660","Senecio vulgaris",91032106.5857635,"NT"
"661","Silene gallica",11869419.3637301,"NT"
"662","Salvia hispanica",107321918.516795,"NT"
"663","Chamaecrista mimosoides",50881305.7005099,"NT"
"664","Sisymbrium officinale",47431803.8925638,"NT"
"665","Maianthemum stellatum",15395127.3087339,"NT"
"666","Sonchus asper",20397829.9191576,"NT"
"667","Brassica rapa",45552215.0366023,"NT"
"668","Sonchus oleraceus",30819223.9218923,"NT"
"669","Stachys ajugoides",448290.427894003,"NT"
"670","Stellaria media",103900563.918223,"NT"
"671","Thalictrum fendleri",2785691.16054889,"NT"
"672","Torilis nodosa",15512956.3053727,"NT"
"673","Stachys rigida",463637.43536011,"NT"
"674","Cerastium fontanum",13702160.8303383,"NT"
"675","Cerastium nutans",27159828.7109639,"NT"
"676","Trifolium dubium",11633629.3455488,"NT"
"677","Urtica urens",46845318.4783416,"NT"
"678","Verbena lasiostachys",395643.934488747,"NT"
"679","Vicia americana",8995817.97241659,"NT"
"680","Vicia gigantea",879898.464957288,"NT"
"681","Vicia sativa",34122705.2155201,"NT"
"682","Vinca major",30876585.2030421,"NT"
"683","Viola adunca",8738505.88227219,"NT"
"684","Vicia benghalensis",5138534.53031502,"NT"
"685","Acacia dealbata",8906923.07261401,"NT"
"686","Acacia melanoxylon",6096334.57242739,"NT"
"687","Acacia cochlearis",122262.343913082,"NT"
"688","Aesculus californica",256556.619998922,"NT"
"689","Alnus rhombifolia",748325.220506125,"NT"
"690","Arctostaphylos glandulosa",351575.551585235,"NT"
"691","Arctostaphylos pallida",1839.64793093386,"EN"
"692","Artemisia californica",444870.880431323,"NT"
"693","Baccharis vanessae",10063.9517211153,"VU"
"694","Baccharis pilularis",380529.182911177,"NT"
"695","Ceanothus oliganthus",174547.29711139,"NT"
"696","Chrysolepis chrysophylla",215806.991991393,"NT"
"697","Corylus cornuta",8011435.92111956,"NT"
"698","Cotoneaster pannosus",13496304.3551919,"NT"
"699","Arctostaphylos tomentosa",39594.8007483345,"NT"
"700","Chrysolepis sempervirens",165045.510807708,"NT"
"701","Cornus sericea",24420491.6833121,"NT"
"702","Eriophyllum confertiflorum",264764.491837654,"NT"
"703","Eucalyptus globulus",20367772.1262026,"NT"
"704","Garrya elliptica",1722960.00722478,"NT"
"705","Genista monspessulana",5472712.08570072,"NT"
"706","Heteromeles arbutifolia",337847.568499315,"NT"
"707","Holodiscus discolor",2641932.24731607,"NT"
"708","Lonicera hispidula",480722.149220454,"NT"
"709","Oemleria cerasiformis",428075.893591918,"NT"
"710","Pinus radiata",7335011.35705018,"NT"
"711","Frangula californica",665779.100522976,"NT"
"712","Ribes amarum",92474.4327223182,"NT"
"713","Ribes sanguineum",3633735.30493643,"NT"
"714","Rosa californica",595743.856886023,"NT"
"715","Rosa gymnocarpa",1619532.40129578,"NT"
"716","Rosa spithamea",241162.014109381,"NT"
"717","Rubus ursinus",855424.239570084,"NT"
"718","Ribes divaricatum",541013.07997351,"NT"
"719","Salix lasiolepis",3261230.72174988,"NT"
"720","Symphoricarpos mollis",1573868.51138815,"NT"
"721","Gaultheria hispidula",5478175.65438747,"NT"
"722","Pinus rigida",1491614.24359296,"NT"
"723","Commelina erecta",22117316.4130745,"NT"
"724","Brickellia eupatorioides",3852280.12588386,"NT"
"725","Ulmus americana",9317528.87230556,"NT"
"726","Liriodendron tulipifera",8343682.99219745,"NT"
"727","Ambrosia artemisiifolia",38592550.8633075,"NT"
"728","Aconitum variegatum",660842.191881995,"NT"
"729","Quercus nigra",1792069.07952713,"NT"
"730","Dianella caerulea",1002616.36425869,"NT"
"731","Araucaria columnaris",34179659.4721828,"NT"
"732","Melia azedarach",53611199.323718,"NT"
"733","Tabebuia heterophylla",23767225.4655716,"NT"
"734","Calocedrus decurrens",2299649.7741749,"NT"
"735","Pseudotsuga macrocarpa",45426.2151860502,"NT"
"736","Cotoneaster horizontalis",56173139.8643809,"NT"
"737","Santolina chamaecyparissus",20693000.5901588,"NT"
"738","Humulus lupulus",20703111.0782901,"NT"
"739","Fumaria officinalis",13925874.9854581,"NT"
"740","Fumaria vaillantii",13810274.761676,"NT"
"741","Tiarella cordifolia",1515583.23520351,"NT"
"742","Mitella diphylla",1921963.94442778,"NT"
"743","Clintonia borealis",3981720.76021283,"NT"
"744","Abronia umbellata",264783.598093619,"NT"
"745","Welwitschia mirabilis",174676.557807254,"NT"
"746","Uapaca bojeri",219449.902706763,"NT"
"747","Ilex aquifolium",10962342.2961935,"NT"
"748","Solanum tuberosum",10937758.3906908,"NT"
"749","Krigia dandelion",1806120.20690727,"NT"
"750","Trifolium fucatum",292952.034799851,"NT"
"751","Calochortus venustus",220590.237681908,"NT"
"752","Scutellaria wrightii",1146885.03828252,"NT"
"753","Castilleja subinclusa",430340.078914539,"NT"
"754","Gilia angelensis",168887.132907955,"NT"
"755","Mentzelia lindleyi",231171.30027654,"NT"
"756","Galax urceolata",711804.892440817,"NT"
"757","Euphorbia eriantha",535045.582479541,"NT"
"758","Hevea brasiliensis",26893406.7003127,"NT"
"759","Styphnolobium japonicum",131360188.512721,"NT"
"760","Digitalis purpurea",22165241.4585429,"NT"
"761","Thuja occidentalis",15895578.2122135,"NT"
"762","Nothocalais cuspidata",1550459.93085935,"NT"
"763","Crepis capillaris",48110774.6777722,"NT"
"764","Pyracantha angustifolia",103342933.413162,"NT"
"765","Hypericum concinnum",188507.764993117,"NT"
"766","Achillea ptarmica",16988758.9971448,"NT"
"767","Iris macrosiphon",162983.483218981,"NT"
"768","Iris purdyi",70110.5392295544,"NT"
"769","Pinus muricata",1071605.87643138,"NT"
"770","Tragopogon porrifolius",11441700.1991464,"NT"
"771","Tragopogon dubius",31344759.2820607,"NT"
"772","Fagus sylvatica",10437377.470343,"NT"
"773","Abies balsamea",7192943.55242832,"NT"
"774","Sorbus americana",5547550.18406871,"NT"
"775","Sorbus decora",7245703.37307475,"NT"
"776","Citrus maxima",34562689.5968332,"NT"
"777","Tropaeolum majus",33318520.5316377,"NT"
"778","Veronica beccabunga",14779182.077728,"NT"
"779","Chelone obliqua",4295813.1697541,"NT"
"780","Papaver rhoeas",67750574.8644068,"NT"
"781","Polypodium appalachianum",1383577.30172051,"NT"
"782","Dryopteris marginalis",3593904.71366294,"NT"
"783","Polypodium virginianum",5273312.34166119,"NT"
"784","Polystichum acrostichoides",3428356.51755433,"NT"
"785","Crataegus laevigata",40471796.4302566,"NT"
"786","Ribes uva-crispa",10122598.7457403,"NT"
"787","Ribes nigrum",34610596.4813102,"NT"
"788","Ribes rubrum",40010329.4963537,"NT"
"789","Rubus idaeus",41552902.0127368,"NT"
"790","Carnegiea gigantea",313650.656630608,"NT"
"791","Ferocactus cylindraceus",868122.876911412,"NT"
"792","Aristolochia serpentaria",2226317.26135447,"NT"
"793","Corylus avellana",12164422.3390305,"NT"
"794","Beta vulgaris",1495547.05575227,"NT"
"795","Juglans hindsii",549019.194743117,"NT"
"796","Juglans californica",127481.333949431,"NT"
"797","Juglans nigra",10991901.2531503,"NT"
"798","Brassica oleracea",11854998.1510175,"NT"
"799","Lemna minor",31841980.636049,"NT"
"800","Tanacetum parthenium",41805943.7662016,"NT"
"801","Pisum sativum",11957867.4042019,"NT"
"802","Cardamine pratensis",4114941.19535288,"NT"
"803","Marrubium vulgare",23464483.0784899,"NT"
"804","Acacia shirleyi",642407.068765354,"NT"
"805","Pseudopanax crassifolius",424665.55706884,"NT"
"806","Cypripedium calceolus",16259435.1915136,"NT"
"807","Platanthera chlorantha",8976481.8343574,"NT"
"808","Chionanthus virginicus",2243197.01138173,"NT"
"809","Amphitecna latifolia",1417311.38681972,"NT"
"810","Hemitomes congestum",852691.805141154,"NT"
"811","Drosera arcturi",357325.708433329,"NT"
"812","Drosera binata",1260384.16241887,"NT"
"813","Phyllocladus trichomanoides",269110.485689343,"NT"
"814","Phyllocladus hypophyllus",206390.586420579,"NT"
"815","Empodisma minus",1035704.2246782,"NT"
"816","Halocarpus bidwillii",240896.797499273,"NT"
"817","Sphagnum cristatum",842735.824424803,"NT"
"818","Leptospermum scoparium",1075185.20273429,"NT"
"819","Fuchsia boliviana",5057135.68662187,"NT"
"820","Laurus nobilis",38445547.0337011,"NT"
"821","Acer saccharinum",17635074.5215874,"NT"
"822","Acer platanoides",19997139.1983119,"NT"
"823","Rhus glabra",6480924.87728815,"NT"
"824","Toxicodendron vernix",1980259.24075247,"NT"
"825","Carpinus caroliniana",3311548.11259225,"NT"
"826","Corylus americana",4517337.25995957,"NT"
"827","Ostrya virginiana",4637369.82085341,"NT"
"828","Viburnum lentago",3654520.93319142,"NT"
"829","Cornus alternifolia",4255197.13592029,"NT"
"830","Cornus drummondii",4358801.86673128,"NT"
"831","Cornus florida",2671962.13784969,"NT"
"832","Cornus foemina",3630351.30245453,"NT"
"833","Quercus alba",3272107.31453702,"NT"
"834","Quercus bicolor",3138687.90045936,"NT"
"835","Quercus macrocarpa",6824232.5156528,"NT"
"836","Quercus microphylla",298475.576140395,"NT"
"837","Quercus muehlenbergii",3630660.71793579,"NT"
"838","Quercus coccinea",2623735.9049869,"NT"
"839","Quercus palustris",11319197.8764384,"NT"
"840","Quercus shumardii",3336050.79673028,"NT"
"841","Carya cordiformis",3848119.1079886,"NT"
"842","Carya glabra",3113719.67113136,"NT"
"843","Carya laciniosa",3631785.04887528,"NT"
"844","Carya ovata",3224599.93948411,"NT"
"845","Juglans cinerea",3147370.28581307,"NT"
"846","Lindera benzoin",2566763.70874874,"NT"
"847","Sassafras albidum",2545860.18200395,"NT"
"848","Gleditsia triacanthos",35827341.7869691,"NT"
"849","Morus rubra",3800337.49241971,"NT"
"850","Nyssa sylvatica",2669921.71153658,"NT"
"851","Fraxinus americana",4883136.25356775,"NT"
"852","Fraxinus nigra",5616497.50237721,"NT"
"853","Fraxinus pennsylvanica",20779670.4275514,"NT"
"854","Fraxinus profunda",2313615.09413381,"NT"
"855","Fraxinus quadrangulata",1032452.59201567,"NT"
"856","Rhamnus cathartica",19729404.1352062,"NT"
"857","Amelanchier laevis",4507426.41536254,"NT"
"858","Crataegus calpodendron",1470560.90519757,"NT"
"859","Crataegus chrysocarpa",6891023.0900629,"NT"
"860","Crataegus succulenta",988500.859192146,"NT"
"861","Crataegus crus-galli",4222316.21040974,"NT"
"862","Crataegus mollis",3706016.13076837,"NT"
"863","Crataegus punctata",1955503.88240382,"NT"
"864","Malus coronaria",2065686.73295545,"NT"
"865","Prunus nigra",5020763.21623199,"NT"
"866","Prunus pensylvanica",18579529.4116467,"NT"
"867","Prunus serotina",10053969.805108,"NT"
"868","Prunus virginiana",20589025.3923964,"NT"
"869","Zanthoxylum americanum",2422355.5312724,"NT"
"870","Populus balsamifera",35062450.962854,"NT"
"871","Populus grandidentata",3092402.53308976,"NT"
"872","Populus tremuloides",15102513.0299722,"NT"
"873","Salix alba",8197586.53882017,"NT"
"874","Salix amygdaloides",5186719.52795255,"NT"
"875","Salix bebbiana",25314561.2796544,"NT"
"876","Salix discolor",8644923.773293,"NT"
"877","Salix lucida",4942679.87889385,"NT"
"878","Salix nigra",5817060.36333194,"NT"
"879","Salix petiolaris",4665443.09159319,"NT"
"880","Salix purpurea",18906105.2776621,"NT"
"881","Tilia americana",6282463.18641008,"NT"
"882","Celtis occidentalis",8622708.21441405,"NT"
"883","Celtis tenuifolia",2929490.89089198,"NT"
"884","Ulmus rubra",4147117.85707448,"NT"
"885","Ulmus thomasii",2136452.33321813,"NT"
"886","Trichostema lanceolatum",327211.248814604,"NT"
"887","Ficus benghalensis",19061477.4172987,"NT"
"888","Epidendrum centropetalum",44547.5618036068,"NT"
"889","Epidendrum radicans",5921140.05571686,"NT"
"890","Marah gilensis",370045.945086848,"NT"
"891","Eriogonum heracleoides",1036199.74615119,"NT"
"892","Chaerophyllum bulbosum",5558441.25593096,"NT"
"893","Crepis atribarba",1570141.0041667,"NT"
"894","Crepis pulchra",9243729.69005629,"NT"
"895","Lupinus albus",3339906.46122707,"NT"
"896","Cucumis prophetarum",8353737.65176142,"NT"
"897","Cucumis sativus",118078548.988843,"NT"
"898","Packera glabella",2817622.51367365,"NT"
"899","Senecio serra",1541191.88453815,"NT"
"900","Medeola virginiana",3508282.1529826,"NT"
"901","Ribes malvaceum",236477.952905551,"NT"
"902","Tauschia hartwegii",387586.976359584,"NT"
"903","Ficus microcarpa",32801852.8239034,"NT"
"904","Stapelia gigantea",471168.83326874,"NT"
"905","Vaccinium dentatum",36860.2900751593,"NT"
"906","Scaevola chamissoniana",28746.538825254,"NT"
"907","Sida fallax",6366750.27021311,"NT"
"908","Eriogonum fasciculatum",985725.625693681,"NT"
"909","Vauquelinia californica",897702.910760551,"NT"
"910","Rhus integrifolia",281021.991285951,"NT"
"911","Arabidopsis thaliana",19335943.7372106,"NT"
"912","Jasione montana",6426595.12507595,"NT"
"913","Polypodium glycyrrhiza",1661263.16962851,"NT"
"914","Arctostaphylos glauca",203343.829641033,"NT"
"915","Arctostaphylos viscida",463666.74677151,"NT"
"916","Arctostaphylos manzanita",412384.860897,"NT"
"917","Actinidia chinensis",136906671.272974,"NT"
"918","Aristolochia erecta",212270.415148462,"NT"
