"","species","area.km2","status"
"24230","Epidendrum cristatum",240058.935779866,"NT"
"24231","Viola maculata",898312.187823202,"NT"
"24232","Justicia glauca",1425832.13985451,"NT"
"24233","Centaurea aplolepa",10778.1677298495,"VU"
"24234","Centaurea deusta",557819.360112498,"NT"
"24235","Cephalaria transsylvanica",1647847.25067737,"NT"
"24236","Elymus athericus",2165878.01964277,"NT"
"24237","Galatella linosyris",5693328.26862456,"NT"
"24238","Jacobaea erucifolia",21150231.7438701,"NT"
"24239","Sulla coronaria",835489.273500078,"NT"
"24240","Xeranthemum cylindraceum",1649564.36038653,"NT"
"24241","Crotalaria grahamiana",1545107.1162191,"NT"
"24242","Zanthoxylum martinicense",531292.161864859,"NT"
"24243","Acer ukurunduense",2649825.57130042,"NT"
"24244","Melampyrum roseum",2788793.60587781,"NT"
"24245","Chrysanthemum zawadzkii",12629464.9936878,"NT"
"24246","Ixeris japonica",3741170.27757329,"NT"
"24247","Tritonia bakeri",25881.3370301583,"NT"
"24248","Tritonia laxifolia",113323.714282873,"NT"
"24249","Onobrychis montana",4556630.31472626,"NT"
"24250","Erodium corsicum",457139.221260736,"NT"
"24251","Ficus variolosa",2709895.88020737,"NT"
"24252","Halleria elliptica",59591.2926457374,"NT"
"24253","Echinops adenocaulos",4120001.23238342,"NT"
"24254","Bupleurum veronense",122035.869193161,"NT"
"24255","Scutellaria suffrutescens",94243.2338853284,"NT"
"24256","Smilax havanensis",513818.183743438,"NT"
"24257","Elsholtzia splendens",1683378.6145648,"NT"
"24258","Arundinella hirta",4377674.78527774,"NT"
"24259","Crossopetalum uragoga",531235.655903884,"NT"
"24260","Eucalyptus urophylla",12227242.3738873,"NT"
"24261","Cypella herbertii",1268414.60364702,"NT"
"24262","Disa comosa",82017.8538490757,"NT"
"24263","Pombalia calceolaria",1332609.38801172,"NT"
"24264","Silene succulenta",148534.799870344,"NT"
"24265","Eriosema psoraleoides",16087764.1166319,"NT"
"24266","Handroanthus serratifolius",10672198.0480503,"NT"
"24267","Pancratium illyricum",76292.6035267223,"NT"
"24268","Romulea requienii",80379.0924807989,"NT"
"24269","Salix retusa",277912.424904702,"NT"
"24270","Gasteria carinata",67706.765708497,"NT"
"24271","Biarum tenuifolium",904886.325785868,"NT"
"24272","Biarum dispar",661737.970416088,"NT"
"24273","Anthosachne solandri",371485.429117658,"NT"
"24274","Erythrina falcata",2637597.80218781,"NT"
"24275","Tadehagi triquetrum",10957000.3651372,"NT"
"24276","Melaleuca salicina",1044105.91933874,"NT"
"24277","Alphitonia neocaledonica",43153.476287835,"NT"
"24278","Crepidiastrum sonchifolium",4521743.68903772,"NT"
"24279","Chara globularis",20444030.7473745,"NT"
"24280","Aloe distans",13469.0485766365,"VU"
"24281","Micromyrtus ciliata",930547.334296511,"NT"
"24282","Pycnosorus globosus",1299450.08330635,"NT"
"24283","Euphorbia officinarum",310596.403596655,"NT"
"24284","Tristerix corymbosus",537415.789464111,"NT"
"24285","Tabernaemontana catharinensis",2398709.73830514,"NT"
"24286","Hyptis lappacea",1864563.10095165,"NT"
"24287","Euphorbia regis-jubae",342492.858608952,"NT"
"24288","Pseuderanthemum graciliflorum",3990288.80344959,"NT"
"24289","Alternanthera sissoo",1902791.51531659,"NT"
"24290","Phaleria clerodendron",217877.322538195,"NT"
"24291","Polygala nicaeensis",2226913.93535262,"NT"
"24292","Cordylostigma virgatum",3978790.51111903,"NT"
"24293","Strelitzia juncea",13606.5512200197,"VU"
"24294","Dracaena cambodiana",1317262.41022923,"NT"
"24295","Sphenotoma gracilis",71295.2312202152,"NT"
"24296","Verticordia chrysantha",264947.516181444,"NT"
"24297","Crepidiastrum denticulatum",8791924.95997334,"NT"
"24298","Swainsona stipularis",611183.943387817,"NT"
"24299","Senecio subulatus",1529342.36403412,"NT"
"24300","Galium setaceum",1464568.90970149,"NT"
"24301","Mulguraea aspera",531400.257333334,"NT"
"24302","Thelymitra speciosa",52165.7195856459,"NT"
"24303","Junellia juniperina",731361.752702452,"NT"
"24304","Centaurea uniflora",41513.2308939828,"NT"
"24305","Rosulabryum billardierei",4092652.5212378,"NT"
"24306","Rosulabryum subtomentosum",1271167.42161421,"NT"
"24307","Junellia seriphioides",1149476.8806867,"NT"
"24308","Achillea collina",5208314.56862031,"NT"
"24309","Achillea setacea",9765926.17717753,"NT"
"24310","Ctenanthe burle-marxii",62438084.6784027,"NT"
"24311","Sinningia sellovii",818709.202212818,"NT"
"24312","Hibiscus makinoi",215613.120732381,"NT"
"24313","Syzygium crebrinerve",113516.786908903,"NT"
"24314","Philodendron squamiferum",184742.076880236,"NT"
"24315","Oophila amblystomatis",4507610.18645128,"NT"
"24316","Nepeta nepetella",385173.168226303,"NT"
"24317","Calycera crassifolia",455121.209167062,"NT"
"24318","Saxifraga caesia",195408.730658706,"NT"
"24319","Pedicularis cenisia",22429.9852731409,"NT"
"24320","Carex vulpina",8081993.1550988,"NT"
"24321","Trixis praestans",1730068.83609143,"NT"
"24322","Turnera sidoides",2225365.54558308,"NT"
"24323","Dactylorhiza insularis",284978.342187409,"NT"
"24324","Limonium cancellatum",57981.7979476575,"NT"
"24325","Polystichum neolobatum",556378.880108587,"NT"
"24326","Etlingera coccinea",3309418.1516208,"NT"
"24327","Eucalyptus capitellata",61633.5748441749,"NT"
"24328","Angophora bakeri",67977.3360120862,"NT"
"24329","Ranunculus tuberosus",2222179.24947463,"NT"
"24330","Acer obtusifolium",374292.627715096,"NT"
"24331","Goodenia amplexans",62630.3983193833,"NT"
"24332","Maireana brevifolia",3247330.59962612,"NT"
"24333","Scaevola crassifolia",577913.633403023,"NT"
"24334","Vittadinia blackii",307596.198705432,"NT"
"24335","Acacia cupularis",248281.098421266,"NT"
"24336","Odontites vulgaris",19736586.9886693,"NT"
"24337","Threlkeldia diffusa",1270185.89011681,"NT"
"24338","Alstroemeria diluta",178786.627680355,"NT"
"24339","Nama jamaicensis",5058458.32420582,"NT"
"24340","Nitraria billardierei",1929649.81386892,"NT"
"24341","Teucrium racemosum",3762618.73850781,"NT"
"24342","Xanthorrhoea semiplana",175036.747774622,"NT"
"24343","Cullen australasicum",2983994.70466891,"NT"
"24344","Eremophila longifolia",4470857.27277309,"NT"
"24345","Cymbidium suave",461615.029600897,"NT"
"24346","Plagiogyria euphlebia",2985610.60855745,"NT"
"24347","Myriopteris aemula",377386.04478607,"NT"
"24348","Myriopteris alabamensis",1460929.92602237,"NT"
"24349","Myriopteris aurea",2366517.40234946,"NT"
"24350","Myriopteris clevelandii",147653.108949125,"NT"
"24351","Myriopteris covillei",969002.832543878,"NT"
"24352","Myriopteris fendleri",1063205.227225,"NT"
"24353","Myriopteris gracilis",2654642.42485635,"NT"
"24354","Myriopteris intertexta",522142.860954312,"NT"
"24355","Myriopteris lanosa",1109062.28613774,"NT"
"24356","Myriopteris lendigera",629493.258643821,"NT"
"24357","Myriopteris lindheimeri",789862.361210178,"NT"
"24358","Myriopteris microphylla",707418.222032597,"NT"
"24359","Myriopteris myriophylla",2920067.64466966,"NT"
"24360","Myriopteris newberryi",173074.59519664,"NT"
"24361","Myriopteris parryi",353914.876520957,"NT"
"24362","Myriopteris peninsularis",53143.6951013129,"NT"
"24363","Myriopteris rufa",1684088.60936578,"NT"
"24364","Myriopteris scabra",780895.044014761,"NT"
"24365","Myriopteris tomentosa",1859069.96931706,"NT"
"24366","Myriopteris viscida",65801.4727872999,"NT"
"24367","Myriopteris wootonii",259738.405729377,"NT"
"24368","Myriopteris yavapensis",404542.607835216,"NT"
"24369","Peucedanum oreoselinum",3752933.289368,"NT"
"24370","Boronia microphylla",199057.734041242,"NT"
"24371","Peucedanum venetum",196337.701167739,"NT"
"24372","Dalechampia caperonioides",169250.570200842,"NT"
"24373","Brosimum gaudichaudii",4408894.29805666,"NT"
"24374","Macairea radula",1128084.0081619,"NT"
"24375","Sisyrinchium bermudiana",2886231.62759422,"NT"
"24376","Carex liparocarpos",1305051.70538161,"NT"
"24377","Tetralophozia setiformis",7409326.034468,"NT"
"24378","Allocasuarina muelleriana",236648.804695532,"NT"
"24379","Viola dacica",149937.910116768,"NT"
"24380","Echinocereus occidentalis",173169.005749604,"NT"
"24381","Gomphocarpus cancellatus",598397.403323351,"NT"
"24382","Lysiana exocarpi",3742858.35897319,"NT"
"24383","Balbisia peduncularis",122462.038348128,"NT"
"24384","Amyema miquelii",5834767.45940636,"NT"
"24385","Wahlenbergia luteola",846482.12488964,"NT"
"24386","Calostemma purpureum",789453.026285404,"NT"
"24387","Acacia rupicola",113648.897326112,"NT"
"24388","Lomandra densiflora",115878.854990097,"NT"
"24389","Conocephalum conicum",14223113.4560012,"NT"
"24390","Iris filifolia",11232.3801033255,"VU"
"24391","Iris humilis",3393128.62555959,"NT"
"24392","Iris pontica",78786.5493644569,"NT"
"24393","Carex banksiana",309375.367057042,"NT"
"24394","Carex edura",221733.640780268,"NT"
"24395","Carex megalepis",414145.053963512,"NT"
"24396","Carex zotovii",385526.770309438,"NT"
"24397","Cyclolepis genistoides",1364428.22366475,"NT"
"24398","Plectrocarpa tetracantha",190893.937169913,"NT"
"24399","Ehretia cortesia",96867.981127524,"NT"
"24400","Dioscorea humifusa",423384.268941975,"NT"
"24401","Carex uncinata",467120.748681716,"NT"
"24402","Cololejeunea calcarea",572790.470115453,"NT"
"24403","Pogonatum aloides",4190894.70971763,"NT"
"24404","Phegopteris decursive-pinnata",2424199.42193653,"NT"
"24405","Delphinium cuneatum",833743.714872408,"NT"
"24406","Delphinium dubium",90030.8835469344,"NT"
"24407","Asplenium tenuicaule",4807078.93238528,"NT"
"24408","Cuscuta lupuliformis",8730937.93205139,"NT"
"24409","Cuscuta monogyna",2589328.6363779,"NT"
"24410","Lilium bosniacum",147587.666824318,"NT"
"24411","Lilium chalcedonicum",204072.54754469,"NT"
"24412","Echium arenarium",386079.366764233,"NT"
"24413","Helichrysum obconicum",1818484.16123538,"NT"
"24414","Dryopteris lacera",711547.949610994,"NT"
"24415","Cycnogeton procerus",1700202.25820482,"NT"
"24416","Tiedemannia filiformis",688907.117568444,"NT"
"24417","Angelica pubescens",245255.136236533,"NT"
"24418","Genista germanica",1647300.28973452,"NT"
"24419","Solanum paludosum",357701.217726679,"NT"
"24420","Anchusa variegata",168335.729462124,"NT"
"24421","Muscari parviflorum",1172881.86872579,"NT"
"24422","Muscari pulchellum",83847.3277114018,"NT"
"24423","Muscari spreitzenhoferi",22933.0930829582,"NT"
"24424","Grangeria porosa",174772.796676529,"NT"
"24425","Crocus tauricus",9042.93354256403,"VU"
"24426","Crocus alatavicus",2076337.48272552,"NT"
"24427","Crocus olivieri",583643.561622999,"NT"
"24428","Crocus atticus",1699433.15050605,"NT"
"24429","Crocus nivalis",1651019.58372065,"NT"
"24430","Romulea ligustica",183084.092105217,"NT"
"24431","Helleborus cyclophyllus",455236.712935472,"NT"
"24432","Helleborus dumetorum",266553.078706864,"NT"
"24433","Helleborus atrorubens",58557.6874169988,"NT"
"24434","Centaurea hyalolepis",2891923.29965884,"NT"
"24435","Crocus vallicola",79500.8278726648,"NT"
"24436","Crocus scharojanii",94059.2508287113,"NT"
"24437","Berkheya pinnatifida",628126.779850351,"NT"
"24438","Berkheya rigida",165647.636462979,"NT"
"24439","Calotis hispidula",4997711.26315041,"NT"
"24440","Cyrtanthus mckenii",343864.51230734,"NT"
"24441","Libertia sessiliflora",177825.718808914,"NT"
"24442","Iris tuberosa",650861.668709765,"NT"
"24443","Bromelia balansae",4625452.9416134,"NT"
"24444","Ipomoea aristolochiifolia",3829717.70514521,"NT"
"24445","Scilla hyacinthoides",1753473.46196821,"NT"
"24446","Cyclamen balearicum",17707.169454483,"VU"
"24447","Cyclamen creticum",20854.2066510658,"NT"
"24448","Cyclamen cyprium",26135.4791956589,"NT"
"24449","Cyclamen graecum",137675.767290747,"NT"
"24450","Gymnospermium alberti",593029.768071633,"NT"
"24451","Tecophilaea violiflora",115032.898524336,"NT"
"24452","Brimeura fastigiata",93403.8800545694,"NT"
"24453","Lapiedra martinezii",177149.184101489,"NT"
"24454","Colchicum robustum",128912.805570471,"NT"
"24455","Tillandsia lorentziana",898226.594744062,"NT"
"24456","Erythronium caucasicum",456168.282425368,"NT"
"24457","Tephroseris kirilowii",3510642.72084285,"NT"
"24458","Vitis amurensis",27097682.8077772,"NT"
"24459","Asparagus schoberioides",4645565.37833363,"NT"
"24460","Dianthus microlepis",17412.2807761906,"VU"
"24461","Salix pyrenaica",26066.6536441565,"NT"
"24462","Carex brizoides",2007064.6292266,"NT"
"24463","Amana edulis",1676238.10356843,"NT"
"24464","Ornithogalum refractum",1583490.70761682,"NT"
"24465","Ornithogalum divergens",5156045.72616168,"NT"
"24466","Arenaria biflora",292047.338521429,"NT"
"24467","Erysimum cuspidatum",3282501.01951234,"NT"
"24468","Astrantia minor",161194.781673024,"NT"
"24469","Phragmites japonicus",2714657.0431726,"NT"
"24470","Viola collina",17587545.5132044,"NT"
"24471","Viola ambigua",2126382.11745737,"NT"
"24472","Viola mirabilis",10596056.0697666,"NT"
"24473","Viola sieheana",463153.888810453,"NT"
"24474","Viola cenisia",43143.2591181629,"NT"
"24475","Viola alpina",74635.5124815648,"NT"
"24476","Viola nummulariifolia",1745.91567002317,"EN"
"24477","Viola dubyana",7041.97091282035,"VU"
"24478","Viola declinata",71959.374661324,"NT"
"24479","Viola bubanii",71917.5377986875,"NT"
"24480","Phyteuma hedraianthifolium",104374.250859445,"NT"
"24481","Phyteuma globulariifolium",84949.912008315,"NT"
"24482","Campanula raineri",22758.423056408,"NT"
"24483","Campanula pulla",26315.8273494011,"NT"
"24484","Delphinium peregrinum",1329666.48749311,"NT"
"24485","Quercus brantii",336607.468121848,"NT"
"24486","Scrophularia alpestris",124097.297563606,"NT"
"24487","Scrophularia grandiflora",5774.47663273085,"VU"
"24488","Scrophularia heterophylla",609932.86671044,"NT"
"24489","Cardamine leucantha",3604502.27828735,"NT"
"24490","Drosera ordensis",405493.239075462,"NT"
"24491","Luzula lutea",122948.921647255,"NT"
"24492","Juncus jacquinii",158073.216182766,"NT"
"24493","Pfaffia glomerata",13695514.5724594,"NT"
"24494","Euphorbia taurinensis",3191907.46573184,"NT"
"24495","Eriaxis rigida",26334.3740110456,"NT"
"24496","Caulerpa flexilis",610464.045179694,"NT"
"24497","Ainsliaea latifolia",2287038.06284664,"NT"
"24498","Arisaema consanguineum",4115373.12665089,"NT"
"24499","Anthemis tricolor",44239.8141272493,"NT"
"24500","Arundinella setosa",10041767.8449402,"NT"
"24501","Asparagus racemosus",14935290.3434846,"NT"
"24502","Baccharis notosergila",1106572.8087014,"NT"
"24503","Sapium haematospermum",3361864.78069345,"NT"
"24504","Melaleuca diosmifolia",726058.113659156,"NT"
"24505","Senna aphylla",610707.658424763,"NT"
"24506","Fagus orientalis",2223694.71275701,"NT"
"24507","Anthosachne scabra",2271754.25814456,"NT"
"24508","Carex alba",1600094.98517286,"NT"
"24509","Carex frigida",186037.979366137,"NT"
"24510","Carex fuliginosa",21133463.6977099,"NT"
"24511","Ismelia carinata",10306532.3424115,"NT"
"24512","Apophlaea sinclairii",188704.411561383,"NT"
"24513","Viscum coloratum",4140988.97923628,"NT"
"24514","Ceratocephala falcata",8081578.61796805,"NT"
"24515","Roemeria hybrida",9338184.07804601,"NT"
"24516","Matthiola tricuspidata",2261727.15105395,"NT"
"24517","Onobrychis caput-galli",2621621.59455074,"NT"
"24518","Mercurialis tomentosa",596896.861467074,"NT"
"24519","Acacia simplex",760349.570992912,"NT"
"24520","Campanula stevenii",4513552.52915104,"NT"
"24521","Campanula saxifraga",451374.955764998,"NT"
"24522","Campanula arvatica",22193.1731515536,"NT"
"24523","Miconia squamulosa",496954.005815494,"NT"
"24524","Conringia austriaca",852646.256064817,"NT"
"24525","Deutzia pulchra",20251930.0550321,"NT"
"24526","Hydrangea anomala",15804.8341302193,"VU"
"24527","Crassula thunbergiana",319843.994968805,"NT"
"24528","Crassula setulosa",684079.074429196,"NT"
"24529","Genista umbellata",554733.050081584,"NT"
"24530","Proustia cuneifolia",1374294.27582303,"NT"
"24531","Silene bupleuroides",499135.039055694,"NT"
"24532","Silene chlorifolia",1517133.12724868,"NT"
"24533","Silene chlorantha",3794699.91010376,"NT"
"24534","Silene multiflora",2668562.14261973,"NT"
"24535","Silene viscosa",5520832.92317446,"NT"
"24536","Silene tatarica",5767559.11018644,"NT"
"24537","Silene borysthenica",3462952.35347337,"NT"
"24538","Silene wolgensis",2999484.64142596,"NT"
"24539","Silene densiflora",580287.339978284,"NT"
"24540","Silene chersonensis",1266030.01370117,"NT"
"24541","Silene procumbens",3530030.53481088,"NT"
"24542","Oenothera stucchii",212593.868592241,"NT"
"24543","Viburnum treleasei",35975.2519040578,"NT"
"24544","Zanthoxylum avicennae",5895572.84507228,"NT"
"24545","Hesperis tristis",1001775.77299093,"NT"
"24546","Hesperis sibirica",24001734.664791,"NT"
"24547","Hesperis steveniana",17992.7721572942,"VU"
"24548","Grevillea exul",44924.307955393,"NT"
"24549","Cirsium ciliatum",2605661.60127935,"NT"
"24550","Berberis aetnensis",20420.1314366096,"NT"
"24551","Soldanella carpatica",31250.83347432,"NT"
"24552","Lysimachia atropurpurea",533271.004839067,"NT"
"24553","Aster baccharoides",2090507.74708209,"NT"
"24554","Danae racemosa",5017804.55981171,"NT"
"24555","Billbergia nutans",1751490.17891545,"NT"
"24556","Teucrium lucidum",27908.4171790965,"NT"
"24557","Silene coronaria",17645711.3440453,"NT"
"24558","Bulbophyllum longiflorum",1462235.1901795,"NT"
"24559","Eucalyptus leptophylla",510134.053704533,"NT"
"24560","Melaleuca uncinata",2519979.17759241,"NT"
"24561","Cyperus niveus",3336556.71980654,"NT"
"24562","Isopogon ceratophyllus",292151.702542032,"NT"
"24563","Lepidosperma viscidum",251190.567904331,"NT"
"24564","Sclerolaena diacantha",3356197.48985091,"NT"
"24565","Pyrus syriaca",4958174.93632358,"NT"
"24566","Chondracanthus spinosus",35080.1511586801,"NT"
"24567","Ficus tinctoria",49913866.6083875,"NT"
"24568","Aconitum burnatii",8716.73377095788,"VU"
"24569","Hyocomium armoricum",531960.28140354,"NT"
"24570","Plagiothecium nemorale",2873698.74454573,"NT"
"24571","Plagiothecium curvifolium",3219692.68841294,"NT"
"24572","Rhynchostegiella tenella",2429246.10269197,"NT"
"24573","Rhynchostegium confertum",5535562.35000592,"NT"
"24574","Guibourtia coleosperma",1481794.05634986,"NT"
"24575","Pseudoleskeella catenulata",440997.666530988,"NT"
"24576","Breutelia chrysocoma",363541.8103073,"NT"
"24577","Philonotis calcarea",673544.433687974,"NT"
"24578","Plagiomnium affine",10399250.4886009,"NT"
"24579","Cinclidotus fontinaloides",3249028.21345922,"NT"
"24580","Euphorbia mellifera",954839.149297961,"NT"
"24581","Crossostylis grandiflora",30065.3785341404,"NT"
"24582","Ranunculus paludosus",3365069.66196375,"NT"
"24583","Lagoecia cuminoides",1092982.75701433,"NT"
"24584","Chaerophyllum nodosum",6219031.3556615,"NT"
"24585","Chaerophyllum aromaticum",2043346.57127949,"NT"
"24586","Asphodeline taurica",941618.990550235,"NT"
"24587","Anthericum baeticum",567101.555592122,"NT"
"24588","Eremurus spectabilis",3610817.67123391,"NT"
"24589","Romulea linaresii",513599.415108505,"NT"
"24590","Hyacinthella leucophaea",999953.691534446,"NT"
"24591","Bellevalia trifoliata",603691.354502926,"NT"
"24592","Vaccinium arctostaphylos",528547.093179351,"NT"
"24593","Rhodothamnus chamaecistus",132988.07761652,"NT"
"24594","Blackstonia grandiflora",146753.484305624,"NT"
"24595","Blackstonia acuminata",1263214.8890001,"NT"
"24596","Centaurium maritimum",1776494.76860951,"NT"
"24597","Lomatogonium carinthiacum",6848124.68926414,"NT"
"24598","Forstera purpurata",202563.656968388,"NT"
"24599","Chaenorhinum grandiflorum",35751.327836313,"NT"
"24600","Chaenorhinum rubrifolium",325434.763188932,"NT"
"24601","Chaenorhinum litorale",497080.416837613,"NT"
"24602","Cymbalaria longipes",101487.75483231,"NT"
"24603","Cymbalaria aequitriloba",98007.8265247173,"NT"
"24604","Thalictrum lucidum",4076031.33409526,"NT"
"24605","Thesium alpinum",758894.32598987,"NT"
"24606","Thesium ebracteatum",1670452.84234726,"NT"
"24607","Thesium rostratum",142105.99227084,"NT"
"24608","Thesium divaricatum",1023261.20156207,"NT"
"24609","Arenaria ciliata",216430.37734388,"NT"
"24610","Minuartia setacea",1188264.80411895,"NT"
"24611","Gypsophila fastigiata",1304248.03010163,"NT"
"24612","Corydalis capnoides",1096768.05025389,"NT"
"24613","Glandora rosmarinifolia",31408.3916648828,"NT"
"24614","Cerinthe retorta",266400.083717104,"NT"
"24615","Echium angustifolium",2555448.71288382,"NT"
"24616","Smilax excelsa",2133078.06110524,"NT"
"24617","Arum creticum",29084.5364910882,"NT"
"24618","Rosa pulverulenta",3519830.61279083,"NT"
"24619","Centranthus angustifolius",120465.557586663,"NT"
"24620","Coleochloa setifera",1095639.13121161,"NT"
"24621","Oxalis griffithii",3814061.99868136,"NT"
"24622","Anthriscus nitida",424948.150399635,"NT"
"24623","Seseli montanum",565811.395373663,"NT"
"24624","Seseli annuum",3407227.45044468,"NT"
"24625","Athamanta cretensis",323404.497317006,"NT"
"24626","Pleurospermum austriacum",494206.320714063,"NT"
"24627","Bupleurum longifolium",321049.400043323,"NT"
"24628","Peucedanum alsaticum",3031334.17940471,"NT"
"24629","Peucedanum cervaria",2638531.88649411,"NT"
"24630","Laser trilobum",1635170.28539433,"NT"
"24631","Iris dichotoma",3343234.85075838,"NT"
"24632","Gagea spathacea",261926.9673145,"NT"
"24633","Sedum caeruleum",372492.301536298,"NT"
"24634","Saxifraga aspera",103967.834152258,"NT"
"24635","Saxifraga bryoides",156339.247087448,"NT"
"24636","Saxifraga androsacea",124883.064117668,"NT"
"24637","Saxifraga seguieri",77951.1601384198,"NT"
"24638","Saxifraga sedoides",138837.080166367,"NT"
"24639","Tristemma mauritianum",8803351.04589057,"NT"
"24640","Dianthus pseudarmeria",584366.919388226,"NT"
"24641","Dianthus humilis",7262.48225923609,"VU"
"24642","Dianthus ciliatus",114307.001866123,"NT"
"24643","Dianthus rupicola",77274.3551248963,"NT"
"24644","Dianthus capitatus",3801629.12066743,"NT"
"24645","Dianthus balbisii",835416.41920322,"NT"
"24646","Dianthus giganteus",2713134.36982734,"NT"
"24647","Dianthus giganteiformis",312971.105956362,"NT"
"24648","Dianthus polymorphus",888845.935581564,"NT"
"24649","Dianthus borbasii",1909453.15981903,"NT"
"24650","Dianthus collinus",187890.538141863,"NT"
"24651","Dianthus campestris",1828605.57874493,"NT"
"24652","Dianthus glacialis",496437.95211286,"NT"
"24653","Dianthus pavonius",27769.6100014056,"NT"
"24654","Dianthus pungens",489134.404061826,"NT"
"24655","Dianthus pyrenaicus",62176.7336318381,"NT"
"24656","Dianthus legionensis",87090.3185344987,"NT"
"24657","Dianthus graniticus",35592.2009798601,"NT"
"24658","Dianthus longicalyx",6161852.93495577,"NT"
"24659","Dianthus marschallii",111997.963692821,"NT"
"24660","Dianthus lanceolatus",1205312.82942293,"NT"
"24661","Lobelia nummularia",3678979.89360676,"NT"
"24662","Salix helvetica",176593.263218465,"NT"
"24663","Chara tomentosa",2170285.03081206,"NT"
"24664","Chara vulgaris",41546529.7386974,"NT"
"24665","Chara contraria",35042758.7476563,"NT"
"24666","Chara hispida",2232481.3288623,"NT"
"24667","Chara virgata",2462624.79728003,"NT"
"24668","Chara braunii",126546040.10319,"NT"
"24669","Nitella hyalina",7971859.77459123,"NT"
"24670","Tolypella glomerata",2459701.4017175,"NT"
"24671","Corydalis pumila",1274077.02532981,"NT"
"24672","Scopelogena verruculata",50719.7867977305,"NT"
"24673","Homogyne discolor",128062.967789171,"NT"
"24674","Bassia prostrata",11450312.0368456,"NT"
"24675","Buglossoides tenuiflora",15705447.6170683,"NT"
"24676","Viola uliginosa",1228538.95491337,"NT"
"24677","Viola crassiuscula",14881.8337311513,"VU"
"24678","Viola aethnensis",216897.9969157,"NT"
"24679","Viola munbyana",77134.0578487117,"NT"
"24680","Viola oreades",190324.787854862,"NT"
"24681","Viola hymettia",2248451.55124803,"NT"
"24682","Viola cazorlensis",43232.3671823015,"NT"
"24683","Hypericum australe",236136.030418197,"NT"
"24684","Genista januensis",133752.618635987,"NT"
"24685","Incarvillea sinensis",3207247.93365159,"NT"
"24686","Iris juncea",203391.75260478,"NT"
"24687","Lilium maculatum",323750.357573605,"NT"
"24688","Lilium medeoloides",519205.95726357,"NT"
"24689","Lilium monadelphum",1177005.22558968,"NT"
"24690","Euphorbia fragifera",89419.0340842044,"NT"
"24691","Aloe aculeata",418805.221747279,"NT"
"24692","Euphorbia carniolica",268004.904327884,"NT"
"24693","Euphorbia verrucosa",1319859.6123592,"NT"
"24694","Rumex thyrsiflorus",20738329.5853346,"NT"
"24695","Melanthalia abscissa",163741.152016025,"NT"
"24696","Schinus areira",8074394.00341231,"NT"
"24697","Viola etrusca",46516.8605117626,"NT"
"24698","Toxicodendron orientale",4695129.16624714,"NT"
"24699","Strophanthus welwitschii",1467637.89874682,"NT"
"24700","Bongardia chrysogonum",2968546.04268317,"NT"
"24701","Leontice leontopetalum",4439536.39552507,"NT"
"24702","Gymnospermium altaicum",2705187.05596871,"NT"
"24703","Corydalis nobilis",3423912.45123069,"NT"
"24704","Corydalis paczoskii",571769.104931981,"NT"
"24705","Corydalis angustifolia",168691.641419855,"NT"
"24706","Corydalis bracteata",2712881.62809732,"NT"
"24707","Pterocladia lucida",3008610.49153787,"NT"
"24708","Palicourea croceoides",725295.392380453,"NT"
"24709","Oxytropis neglecta",256026.10730218,"NT"
"24710","Geranium rivulare",79347.6850204739,"NT"
"24711","Berberis swaseyi",24419.8390366993,"NT"
"24712","Geranium subcaulescens",209215.327767749,"NT"
"24713","Geranium subargenteum",7354.73578283082,"VU"
"24714","Geranium linearilobum",3024466.12670206,"NT"
"24715","Geranium collinum",8148363.16812371,"NT"
"24716","Geranium divaricatum",2916626.30811156,"NT"
"24717","Hypericum irazuense",10818.3962164309,"VU"
"24718","Sopubia simplex",272578.394656883,"NT"
"24719","Sopubia cana",381610.997779356,"NT"
"24720","Cryptocarya woodii",293932.167260641,"NT"
"24721","Primula clevelandii",331513.298939756,"NT"
"24722","Ranunculus trichophyllus",71398518.3607151,"NT"
"24723","Plocama calabrica",952083.036511118,"NT"
"24724","Centranthus lecoqii",501194.796132177,"NT"
"24725","Centranthus longiflorus",1163376.75274105,"NT"
"24726","Dichrocephala integrifolia",5455796.56434185,"NT"
"24727","Antennaria carpatica",219820.721275971,"NT"
"24728","Nama demissa",769470.782317108,"NT"
"24729","Iris histrio",1812202.72115008,"NT"
"24730","Dichocarpum adiantifolium",524976.650490733,"NT"
"24731","Senecio pterophorus",3784753.1656242,"NT"
"24732","Dicranopteris pedata",6396469.79743399,"NT"
"24733","Primula hendersonii",481592.036652139,"NT"
"24734","Anthemis ruthenica",5775039.41649923,"NT"
"24735","Linum tauricum",856406.47218317,"NT"
"24736","Linum ucranicum",483120.337232648,"NT"
"24737","Linum pallasianum",33911.3903450774,"NT"
"24738","Linum nodiflorum",2858424.10765246,"NT"
"24739","Linum nervosum",840463.799597241,"NT"
"24740","Linum hirsutum",2311538.43190613,"NT"
"24741","Linum pubescens",1675799.24319954,"NT"
"24742","Linum maritimum",1364272.64033793,"NT"
"24743","Linum tenue",717958.981353117,"NT"
"24744","Pterostylis nana",950970.730817747,"NT"
"24745","Anthurium obtusilobum",32127.7519613429,"NT"
"24746","Pitcairnia brittoniana",743684.611046847,"NT"
"24747","Besleria notabilis",523165.989766328,"NT"
"24748","Eryngium tricuspidatum",407515.603150281,"NT"
"24749","Asteriscium chilense",180619.109860185,"NT"
